No,Teks,Kategori
2716,Keadaan ini memberikan kesempatan adanya penyelewengan dana melalui pengajuan klaim-klaim palsu,Naratif
2717,Mereka tidak berpartisipasi dalam pengambilan keputusan mengenai skema itu sendiri,Naratif
2718,Tidak terlibatnya penyedia layanan swasta dalam penyediaan layanan kesehatan bagi anggota JPKM,Deskriptif
2719,Banyak warga menganggap mutu layanan puskesmas terbilang rendah dan karena itu mereka enggan berobat ke puskesmas,Deskriptif
2720,Ini dapat dicapai dengan mempercepat distribusi kartu anggota Gakin dan menyediakan subsidi transportasi bagi pasien Gakin,Naratif
2721,Pembentukan asosiasi anggota JPKM akan menjadi langkah awal untuk mencapai tujuan ini,Argumentatif
2722,"Melakukan upaya-upaya untuk meningkatkan partisipasi anggota JPKM dalam perencanaan , pelaksanaan dan pemantauan skema JPKM",Deskriptif
2723,Insentif perlu diadakan untuk mendorong para kader agar lebih produktif dalam mencari anggota baru,Argumentatif
2724,"Dengan demikian , biaya dan manfaat memperluas pilihan penyedia layanan swasta perlu dikaji secara hati-hati",Deskriptif
2725,"Selain itu , mereka yang membayar premi lebih berani mengajukan aduan bilamana layanan yang diterima tidak memuaskan",Argumentatif
2726,Kondisi Tata Kelola Pemerintahan dan Layanan Publik pada Era Desentralisasi di Indonesia pada 2006,Deskriptif
2727,"Dengan membayar premi , anggota Gakin tentu terdorong untuk menuntut layanan yang lebih baik dari para penyedia layanan",Argumentatif
2728,"tata kelola pemerintahan , desentralisasi , evaluasi PKPS-BBM",Argumentatif
2729,GDS dirancang untuk memprakarsai pangkalan data yang akan digunakan dalam evaluasi tersebut,Deskriptif
2730,Beberapa upaya tersebut didukung lembaga donor bilateral maupun internasional,Argumentatif
2731,"Survei ini dilaksanakan di 133 kabupaten / kota dan secara total , sekitar 32.000 responden diwawancarai",Deskriptif
2732,"Aspek sosial lain juga dibahas dalam analisis ini , seperti kondisi keamanan , partisipasi sosial dan politik , dan konflik",Deskriptif
2733,Tiga proyek Bank Dunia yang tercakup dalam GDS2 di 53 kabupaten / kota adalah,Deskriptif
2734,GDS2 dilaksanakan pada April hingga Juli 2006,Deskriptif
2735,"Lebih lanjut , GDS2 berupaya untuk memberikan informasi dasar mengenai hasil yang ingin dicapai proyek ini",Deskriptif
2736,"Berdasarkan dokumentasi survei , GDS2 dilakukan di 133 kabupaten / kota",Deskriptif
2737,Seluruh reponden yang diwawancarai berjumlah sekitar 32.000 orang,Deskriptif
2738,Data dasar ini akan digunakan untuk menilai dampak dari tiap-tiap proyek dalam kurun waktu tertentu,Deskriptif
2739,Tidak ada penjelasan dalam dokumen survei mengenai perbedaan angka ini,Deskriptif
2740,Hampir 80% siswa SD berjalan kaki ke sekolah,Deskriptif
2741,Kepada para kepala desa / lurah diajukan pertanyaan mengenai layanan publik,Naratif
2742,Hal ini tidak mengherankan mengingat hampir di setiap desa / kelurahan terdapat SD,Naratif
2743,"Secara rata-rata , waktu tempuh siswa ke sekolah adalah 15 hingga 20 menit",Deskriptif
2744,Waktu tempuh dan biaya transportasi ke sekolah meningkat seiring tingginya tingkat pendidikan,Deskriptif
2745,Mereka yang membayar transportasi ke sekolah rata-rata setiap hari mengeluarkan biaya Rp2.000 hingga Rp5.000,Deskriptif
2746,Penilaian akses kepada layanan kesehatan juga didasarkan pada masalah transportasi,Deskriptif
2747,Tidak ada perbedaan yang signifikan dalam angka partisipasi siswa di tingkat SD di semua area proyek Bank Dunia,Deskriptif
2748,Penggunaan perantara informal sudah lazim dilakukan untuk mendapatkan KTP,Naratif
2749,Proporsi ini tidak jauh berbeda antarwilayah proyek Bank Dunia,Deskriptif
2750,Hal ini konsisten dengan indikator lain seperti moda transportasi dan waktu tempuh ke tempat layanan kesehatan,Deskriptif
2751,Jumlah waktu tempuh merupakan indikator yang lebih baik untuk menggambarkan aksesibilitas setiap tempat layanan kesehatan,Deskriptif
2752,"Akan tetapi biaya pengurusan KTP tidak jauh berbeda di setiap daerah , rata-rata berkisar Rp19.000",Deskriptif
2753,"Namun demikian , biaya untuk mendapatkan SIM di wilayah USDRP lebih tinggi",Argumentatif
2754,"Pada 2 tahun sebelum survei dilakukan , 19% rumah tangga memiliki akses kepada layanan kepolisian",Deskriptif
2755,"Umumnya , 36% rumah tangga menggunakan jasa perantara dan 80% pemberi jasa perantara adalah petugas kepolisian",Deskriptif
2756,"Menurut reponden rumah tangga , tindak pidana merupakan faktor utama sengketa dan konflik yang paling banyak terjadi",Deskriptif
2757,"Sisanya , sekitar 10% rumah tangga mengatakan bahwa partisipasi mereka menurun",Deskriptif
2758,"Namun , kepala desa / lurah menjelaskan bahwa isu lahan dan bangunan menjadi faktor utama sengketa dan konflik",Deskriptif
2759,"Akan tetapi , hanya 44% rumah tangga yang ikut pemilihan mengetahui latar belakang para calon",Argumentatif
2760,Adapun proporsi kepala desa / lurah yang mengakui adanya sengketa dan konflik adalah sekitar 3 hingga 4 kali proporsi rumah tangga,Deskriptif
2761,Umumnya faktor agama dan kesukuan tidak banyak dijadikan dasar pertimbangan bagi para pemilih,Deskriptif
2762,Masalah administrasi dan logistik merupakan persoalan utama munculnya suara blangko,Deskriptif
2763,"Kecuali di wilayah ILGRP , kedua aspek ini lebih banyak dijadikan bahan pertimbangan pemilih",Argumentatif
2764,Hanya 21% pemilih yang abstain benar-benar tidak tertarik menggunakan hak pilihnya,Deskriptif
2765,Institusi pendidikan pun tidak bebas dari transaksi-transaksi ilegal,Deskriptif
2766,Indikator penting dari tata kelola pemerintahan selain transparansi adalah luasnya kasus korupsi,Argumentatif
2767,Penilaian umum atas layanan pendidikan amat positif,Deskriptif
2768,"Kasus berikutnya adalah korupsi yang terjadi di kantor-kantor kelurahan / desa , yang diakui oleh sekitar 9% rumah tangga",Argumentatif
2769,Penilaian keseluruhan atas layanan kesehatan juga positif,Deskriptif
2770,Sebanyak 9% rumah tangga mengetahui kasus-kasus korupsi dan / atau suap yang terjadi di lingkungan institusi pendidikan,Argumentatif
2771,Sebanyak 71% rumah tangga menganggap bahwa keseluruhan layanan pendidikan saat ini lebih baik daripada 2 tahun yang lalu,Deskriptif
2772,Tiga tahapan survei telah dilakukan selama periode 2002-2006,Deskriptif
2773,Latar Belakang Desentralisasi dan upaya pembaruannya kini sedang berlangsung di sebagian besar negara berkembang,Deskriptif
2774,Sebanyak 71% responden rumah tangga menganggap bahwa keseluruhan layanan kesehatan saat ini lebih baik daripada 2 tahun yang lalu,Deskriptif
2775,"Lebih lanjut , GDS2 berupaya untuk menyediakan informasi dasar untuk proyek tersebut",Deskriptif
2776,MENELAAH TATA KELOLA PEMERINTAHAN DAN DESENTRALISASI,Deskriptif
2777,Program-program tersebut bertujuan untuk membantu mengurangi dampak lonjakan harga BBM bagi masyarakat miskin,Deskriptif
2778,"Terakhir , tujuan ketiga adalah menyediakan input bagi upaya evaluasi program SLT , BOS , Askeskin , dan IP",Deskriptif
2779,"Secara total , hampir 17.000 responden diwawancarai pada survei pertama GDS",Deskriptif
2780,Kabupaten / kota sampel diseleksi dengan menggunakan teknik pengambilan sampel acak terstratifikasi,Deskriptif
2781,Jumlah sampel kabupaten / kota mencapai 51% dari total 348 kabupaten / kota yang ada di Indonesia pada 2002,Deskriptif
2782,Indikator tata kelola pemerintahan mencakup bidang tema seperti,Deskriptif
2783,"Pada tahap pertama , 20 provinsi dipilih dari total 30 provinsi secara purposif",Deskriptif
2784,proses restrukturisasi berdasarkan ukuran dan tingkat relevansinya;,Deskriptif
2785,Data yang dikumpulkan dikelompokkan menurut indikator bagi tata kelola pemerintahan dan desentralisasi dan meliputi berbagai tema,Deskriptif
2786,kapasitas dan investasi untuk staf; keberadaan lembaga-lembaga penanggulangan kemiskinan;,Deskriptif
2787,Kegiatan lapangan juga dilakukan oleh PSKK UGM,Deskriptif
2788,"Responden survei adalah para pengguna layanan publik seperti rumah tangga , pasien puskesmas , dan anggota komite sekolah",Deskriptif
2789,Terdapat beberapa indikasi baik yang menunjukkan bahwa kualitas layanan tidak menurun,Deskriptif
2790,"Karena itu , cakupan daerah sampelnya lebih terbatas daripada GDS1 , namun jumlah responden sampel di setiap daerah tetap sama",Deskriptif
2791,Kepuasan publik atas mutu penyediaan layanan kian meningkat menyusul adanya kebijakan desentralisasi,Argumentatif
2792,2.2 Penetapan Sampel dan Metode Analisis,Deskriptif
2793,Tim survei juga mewawancarai para pejabat daerah level atas dan kepala dinas pendidikan dan kesehatan di setiap kabupaten / kota,Deskriptif
2794,Sampel survei mencakup 134 kabupaten / kota,Deskriptif
2795,Pengumpulan data untuk GDS2 dilakukan selama April hingga Juli 2006,Deskriptif
2796,Secara keseluruhan terdapat sekitar 32.000 responden yang diwawancarai,Deskriptif
2797,"2.3 Tinjauan terhadap SPADA , ILGRP , dan USDRP",Deskriptif
2798,"Selain itu , analisis penyediaan layanan juga melihat perspektif klien dan penyedia layanan",Argumentatif
2799,Analisis deskriptif tentang data dalam laporan ini akan dipilah menurut jenis proyek yang dilaksanakan di kabupaten / kota sampel,Deskriptif
2800,Sebanyak 53 kabupaten / kota yang menjadi wilayah ketiga proyek Bank Dunia tercakup dalam GDS2 dan akan dimasukkan dalam analisis,Deskriptif
2801,"Pascakejatuhan Orde Baru , sejumlah 40 kabupaten di antaranya mengalami konflik serius selama 1998 hingga 2003",Argumentatif
2802,Respons program SPADA disesuaikan menurut kebutuhan-kebutuhan yang teridentifikasi di setiap kabupaten,Deskriptif
2803,Sejumlah kecil dana untuk bantuan operasional juga tercakup dalam bagian dari bantuan bagi kecamatan dan kabupaten,Deskriptif
2804,Program tersebut dimaksudkan untuk mendorong proses rekonstruksi di wilayah pascakonflik dan wilayah lainnya yang terabaikan,Deskriptif
2805,"Proyek juga mencakup tiga kategori bantuan pelaksanaan program utama , yakni",Deskriptif
2806,Tiga jenis kegiatan dilakukan untuk mencapai tujuan proyek,Deskriptif
2807,"Selain kebutuhan akan pembangunan , kapasitas lokal di kabupaten-kabupaten terpilih dianggap sangat rendah",Deskriptif
2808,Kegiatan proyek telah dimulai sejak Oktober 2002,Deskriptif
2809,"Pada mulanya , ILGRP memfasilitasi 22 kabupaten",Deskriptif
2810,Proyek ini juga bertujuan untuk mendukung pelembagaan demokratisasi dan penanggulangan kemiskinan di tingkat lokal,Deskriptif
2811,"Pada Juni 2003 , Kabupaten Bantaeng di Sulawesi Selatan menarik diri dari progam ini",Naratif
2812,"Seperti yang ditunjukkan dalam tema proyek , program ini hanya dilakukan di area perkotaan",Deskriptif
2813,Tujuan akhir dari semua upaya ini adalah meningkatkan kualitas hidup masyarakat perkotaan,Deskriptif
2814,Program ini menempatkan investasi infrastruktur sebagai tujuan utamanya,Deskriptif
2815,USDRP mendorong keikutsertaan pemda perkotaan untuk mengidentifikasi subproyek dengan menggunakan pendekatan menu terbuka,Argumentatif
2816,Tabel-tabel berikut menggambarkan karakteristik sosial-ekonomi rumah tangga sampel,Deskriptif
2817,"Untuk mencapai tujuan-tujuan tersebut , proyek menjamin bahwa pemda perkotaan yang turut mengambil bagian di dalamnya akan",Argumentatif
2818,"Namun demikian , pekerjaan umum dan transportasi menjadi sektor investasi utama yang menjadi perhatian",Argumentatif
2819,"Dengan demikian , mereka dapat memiliki kesempatan untuk berinvestasi dan tidak dibatasi pada sektor-sektor tertentu",Argumentatif
2820,Tabel 2.4.2 menyajikan informasi rinci tentang kepemilikan harta benda rumah tangga,Deskriptif
2821,Kondisi tempat tinggal berbeda antardaerah,Deskriptif
2822,"Rata-rata rumah tangga sampel memiliki 4,5 anggota",Deskriptif
2823,Sekitar 10% kepala rumah tangga sampel memiliki kepala rumah tangga perempuan,Deskriptif
2824,"Umumnya , lebih dari 80% kepala rumah tangga mampu membaca dan menulis",Deskriptif
2825,"Di wilayah USDRP , proporsi rumah tangga yang dikepalai oleh perempuan dalam sampel sedikit lebih tinggi , yaitu 13%",Deskriptif
2826,Pertanyaan-pertanyaan ini tidak ditanyakan kepada responden rumah tangga,Deskriptif
2827,Sebanyak 12% rumah tangga lainnya tinggal di rumah kerabatnya,Deskriptif
2828,"Umumnya , kondisi terburuk terdapat di wilayah SPADA , sementara yang terbaik terdapat di wilayah USDRP",Deskriptif
2829,"Banyak dari rumah tangga memiliki beragam harta benda , khususnya tanah dan kendaraan roda dua",Deskriptif
2830,"Selain itu , 12% rumah tangga memiliki rumah selain rumah yang sedang mereka tempati",Deskriptif
2831,Hal ini karena di hampir setiap desa / kelurahan terdapat SD,Deskriptif
2832,"Hal ini konsisten dengan bukti-bukti anekdot bahwa setelah krisis ekonomi , kebanyakan sistem irigasi di negeri ini rusak",Argumentatif
2833,"Secara rata-rata , siswa membutuhkan waktu tempuh 15 hingga 20 menit ke sekolah",Deskriptif
2834,Waktu tempuh dan biaya transportasi ke sekolah perlahan-lahan meningkat sejalan dengan tingginya tingkat pendidikan,Deskriptif
2835,Ini mencerminkan suatu fakta akan banyaknya pilihan moda transportasi bagi siswa di daerah perkotaan dibanding wilayah pedesaan,Deskriptif
2836,Hal ini karena tingginya tingkat kepadatan penduduk di perkotaan daripada di pedesaan,Deskriptif
2837,"Tabel 3.2.2 menyajikan upaya pengukuran ini untuk tingkat SD , SMP , dan SMA",Deskriptif
2838,Rata-rata biaya transportasi ke sekolah bagi mereka yang menggunakan transportasi umum adalah antara Rp2.000 dan Rp5.000 per hari,Deskriptif
2839,Aksesibilitas kepada pendidikan dapat juga diukur dari proporsi anggota rumah tangga usia sekolah yang terdaftar di sekolah,Deskriptif
2840,"Demikian juga di tingkat SMP , perbedaan angka partisipasi di semua wilayah proyek tidak terlampau besar",Deskriptif
2841,Angka partisipasi dalam tabel ini dihitung pada tingkat rumah tangga dan kemudian dirata-ratakan dari semua rumah tangga terkait,Deskriptif
2842,"Dalam kedua kasus , kebanyakan orang menggunakan kendaraan roda empat atau roda dua untuk menuju ke fasilitas tersebut",Deskriptif
2843,Angka-angka tersebut terangkum dalam Tabel 3.3.2 dan 3.3.3,Deskriptif
2844,"perbedaan ketersediaan moda transportasi antarwilayah serta ketersediaan dan kualitas infrastruktur transportasi , seperti jalan",Deskriptif
2845,"Di seluruh wilayah , waktu tempuh terpendek umumnya ditemukan di wilayah USDRP , sedangkan yang terlama di wilayah SPADA",Deskriptif
2846,Hanya 16% rumah tangga yang tidak pernah mengunjungi layanan kesehatan selama lebih dari 2 tahun,Argumentatif
2847,Tabel 3.3.2 menunjukkan bahwa 60% rumah tangga mengunjungi tempat layanan kesehatan selama 3 bulan sebelum survei dilakukan,Deskriptif
2848,"Namun , puskesmas juga dimanfaatkan oleh sebagian besar rumah tangga di perkotaan",Deskriptif
2849,Terdapat perbedaan yang signifikan dalam hal pemanfaatan layanan kesehatan di seluruh wilayah,Argumentatif
2850,"Pola ini mirip di seluruh wilayah , yang menandakan bahwa permintaan akan layanan kesehatan hampir sama di semua wilayah proyek",Deskriptif
2851,"Sebaliknya , rumah sakit , baik yang swasta maupun milik pemerintah , banyak dimanfaatkan oleh masyarakat perkotaan",Naratif
2852,Hal ini menandakan adanya kesenjangan dalam hal akses rumah sakit antara masyarakat pedesaan dan perkotaan,Deskriptif
2853,Pola ini tidak berbeda di hampir seluruh wilayah,Naratif
2854,Tabel 3.3.4 menyajikan rata-rata jumlah pasien puskesmas per hari,Deskriptif
2855,Tabel 3.3.3 menunjukkan lokasi layanan kesehatan yang paling banyak dikunjungi oleh para responden rumah tangga,Deskriptif
2856,Hal ini jelas menunjukkan adanya kesenjangan yang besar dalam hal akses kepada dokter antara masyarakat perkotaan dan pedesaan,Naratif
2857,"Di wilayah USDRP , 69% pasien dilayani oleh dokter dan hanya 18% dan 13% berturut-turut oleh bidan dan perawat",Naratif
2858,Tabel tersebut menunjukkan bahwa puskesmas melayani rata-rata 38 pasien setiap hari,Deskriptif
2859,"Di wilayah USDRP , puskesmas melayani rata-rata 74 pasien per hari",Deskriptif
2860,"Sekitar 34% dari para pasien tersebut adalah pasien miskin , namun terdapat perbedaan besar di seluruh daerah",Deskriptif
2861,"Hal ini menunjukkan bahwa mayoritas pasien puskesmas , khususnya yang ada di perkotaan , tidak tergolong miskin",Argumentatif
2862,"Bahkan di pedesaan , kurang dari separuh pasien puskesmas adalah masyarakat miskin",Argumentatif
2863,Ini menunjukkan bahwa akses kaum miskin kepada puskesmas masih perlu mendapat perhatian,Argumentatif
2864,KTP tersebut memberikan informasi domisili resmi pemegang,Deskriptif
2865,Semua warga negara yang berusia 17 tahun ke atas secara resmi diwajibkan memiliki KTP,Deskriptif
2866,"Dari rumah tangga ini , 74% mengklaim mengetahui prosedur mengurus KTP",Deskriptif
2867,"Akan tetapi , banyak orang miskin tidak memiliki KTP karena mereka menilai biaya pengurusannya sangat tinggi",Argumentatif
2868,Rata-rata lamanya waktu yang dibutuhkan untuk mengurus KTP adalah 15 hari,Deskriptif
2869,Periode keabsahan KTP saat ini telah diperpanjang dari 3 tahun hingga menjadi 5 tahun,Deskriptif
2870,Tabel 3.4.1 menunjukkan bahwa 61% rumah tangga memiliki anggota keluarga yang telah mengurus KTP dalam 2 tahun terakhir,Deskriptif
2871,Proporsi rumah tangga yang memiliki anggota yang mengurus KTP selama 2 tahun terakhir tidak berbeda di seluruh wilayah,Deskriptif
2872,"Dalam kenyataan , penggunaan para perantara tertinggi terdapat di wilayah ILGRP yang mencapai 46%",Deskriptif
2873,"Tampaknya , penggunaan perantara tidak memiliki hubungan dengan pengetahuan tentang prosedur resmi mendapatkan KTP",Deskriptif
2874,"Akan tetapi , pada kasus-kasus lain masyarakat diminta untuk membayar perantara secara terpisah",Argumentatif
2875,Tabel 3.4.2 menyajikan secara lebih rinci pemanfaatan perantara untuk mendapatkan KTP,Deskriptif
2876,"Pola ini , di mana para aparatnya yang hampir 90% terlibat dalam percaloan KTP , relatif konsisten di semua daerah",Deskriptif
2877,"Menurut kepala desa / lurah , biaya rata-rata adalah Rp12.896 , sementara menurut kepala dusun Rp16.245",Argumentatif
2878,Tabel 3.4.3 memperlihatkan prosedur resmi pengurusan KTP yang dipahami oleh para kepala desa / lurah dan kepala dusun / kadus,Deskriptif
2879,Tanggapan kepala desa / lurah dan kepala dusun mengenai biaya rata-rata pengurusan KTP memperlihatkan perbedaan yang serupa,Argumentatif
2880,Perbedaan antara biaya riil dan biaya resmi pengurusan KTP bervariasi di seluruh wilayah,Deskriptif
2881,"Lagi-lagi , perbedaan mungkin dapat dijelaskan dengan adanya biaya pengiriman surat ajuan dan KTP antara dusun dan desa / kelurahan",Deskriptif
2882,"Akan tetapi , di wilayah ILGRP dan USDRP , perbedaannya masing-masing mencapai 15% dan 33%",Argumentatif
2883,"Akan tetapi , hanya 58% kepala dusun yang mengkonfirmasi hal ini",Argumentatif
2884,Sekitar 82% kepala desa / lurah mengklaim bahwa para aparatnya telah menyebarluaskan informasi tersebut,Deskriptif
2885,"Menurut kepala dusun , 62% masyarakat menggunakan perantara ketika mereka ingin mendapatkan KTP",Deskriptif
2886,Ini menegaskan bahwa upaya mencari keuntungan lebih banyak terjadi di daerah yang lebih berkembang ke arah perkotaan,Argumentatif
2887,"Angka ini secara signifikan lebih tinggi daripada kejadian riil yang dilaporkan rumah tangga dalam Tabel 4.3.1 , yang hanya 47%",Deskriptif
2888,"Yang menarik , lebih banyak masyarakat di pedesaan yang mengetahui keberadaan BPD / DK dibanding masyarakat di perkotaan",Deskriptif
2889,"BPD / DK , sebagai sebuah badan perwakilan terendah , tampaknya lebih tanggap pada masyarakat yang diwakilinya",Deskriptif
2890,Banyaknya pengaduan atau kritik kepada BPD / DK pada tahun lalu tampaknya tertinggi di daerah SPADA,Deskriptif
2891,"Dari jumlah tersebut , sekitar 74% rumah tangga mengakui bahwa BPD / DK memberikan respon terhadap pengaduan atau kritik tersebut",Deskriptif
2892,"Akan tetapi , tanggapan BPD / DK tampaknya lebih tinggi di pedesaan dan daerah semiperkotaan",Deskriptif
2893,Tabel 3.5.2 menyajikan perspektif kepala desa / lurah tentang aksesibilitas informasi,Naratif
2894,Situasi ini merata terjadi di seluruh wilayah,Deskriptif
2895,Tren yang sama muncul untuk media lain seperti televisi dan surat kabar,Deskriptif
2896,"3.6 Layanan Kepolisian Di Indonesia , layanan kepolisian belum terdesentralisasi",Argumentatif
2897,Tabel 3.6.1 menunjukkan evaluasi rumah tangga tentang layanan kepolisian,Naratif
2898,"Selama 2 tahun sebelum survei dilakukan , 19% rumah tangga telah mengakses layanan kepolisian",Deskriptif
2899,Fenomena serupa ditemukan di semua wilayah,Deskriptif
2900,Hal ini menunjukkan bahwa terdapat pemintaan yang lebih tinggi terhadap layanan kepolisian di daerah perkotaan daripada pedesaan,Argumentatif
2901,Sebanyak 48% rumah tangga mengaku pernah melihat polisi yang sedang bertugas mendatangi komunitasnya,Deskriptif
2902,Ditemukan adanya polisi yang bertugas menjaga keamanan lingkungan juga terjadi di hampir seluruh wilayah,Deskriptif
2903,Penerimaan suap tertinggi juga terjadi di wilayah USDRP yang mencapai 39% dan terendah di wilayah SPADA yang mencapai 27%,Deskriptif
2904,Sekitar 80% perantara adalah aparat polisi,Deskriptif
2905,"Secara umum , 36% rumah tangga menggunakan perantara untuk mendapatkan SIM",Deskriptif
2906,Satu faktor yang dapat membantu menjelaskan perbedaan waktu yang diperlukan untuk mendapat SIM adalah penggunaan perantara,Argumentatif
2907,"Sekitar 80% rumah tangga mengklaim mengetahui prosedur resmi pengurusan SIM , proporsi yang sama juga terjadi di semua wilayah",Deskriptif
2908,"Selain itu , pelamar SIM harus mengikuti tes kesehatan dengan biaya sebesar Rp50.000",Deskriptif
2909,"Tarif resmi untuk mengurus dan mendapatkan SIM adalah Rp75.000 , sementara tarif untuk perpanjangan SIM sebesar Rp60.000",Deskriptif
2910,"Dengan demikian , total biaya resmi untuk mendapatkan SIM baru sebesar Rp125.000 dan untuk perpanjangan sebesar Rp110.000",Deskriptif
2911,"Biaya terendah terdapat di wilayah USDRP , yakni Rp170.400 atau 36% lebih tinggi dari biaya resmi",Deskriptif
2912,"Akan tetapi , kepuasan rumah tangga atas resolusi konflik dan sengketa jauh lebih rendah daripada kepuasan kepala desa / lurah",Argumentatif
2913,Sementara menurut kepala desa / lurah ketiganya justru paling banyak terjadi di wilayah USDRP,Deskriptif
2914,"Di semua wilayah , menurut rumah tangga , ketiga jenis sengketa / konflik tersebut paling banyak terjadi di wilayah di ILGRP",Deskriptif
2915,Secara umum kepala desa / lurah memiliki tingkat kepuasaan yang lebih tinggi dengan resolusi yang dicapai daripada rumah tangga,Argumentatif
2916,Sebanyak 33% dari mereka yang mengetahui tentang program ikut berpartisipasi,Naratif
2917,Responden diminta untuk mengevaluasi tingkat keamanan saat ini dan membandingkannya dengan situasi 2 tahun yang lalu,Deskriptif
2918,Sebanyak 10% rumah tangga mengatakan bahwa partisipasi mereka menurun,Deskriptif
2919,Analisis deskriptif tentang kepercayaan sosial memperlihatkan pola-pola yang diharapkan,Deskriptif
2920,"Akan tetapi , terdapat perbedaan yang signifikan di seluruh wilayah",Argumentatif
2921,Tingkat kepercayaan sosial tertinggi secara konsisten ditemukan di wilayah SPADA,Argumentatif
2922,hanya 11% rumah tangga yang mengetahuinya,Deskriptif
2923,Tabel 3.8.2 menunjukkan bahwa masyarakat memiliki tingkat kepercayaan paling tinggi dalam RT yang sama,Naratif
2924,Pengetahuan tentang eksekutif tampak lebih baik,Deskriptif
2925,Tabel 3.9.1 menunjukkan bahwa pengetahuan tentang nama ketua DPR RI sangat rendah,Naratif
2926,Tingkat kepercayaan dalam lingkungan RT dan dalam desa / kelurahannya lebih tinggi di wilayah ILGRP daripada di wilayah USDRP,Argumentatif
2927,"Proporsi yang lebih rendah ditemukan di wilayah USDRP , yakni 87%",Deskriptif
2928,"Akan tetapi , di wilayah USDRP , hanya 53% rumah tangga mengetahui nama lurahnya",Deskriptif
2929,"Sayangnya , hanya 44% dari mereka yang ikut memilih mengetahui tentang latar belakang kandidat",Deskriptif
2930,4.1 Transparansi dan Informasi Layanan Pendidikan,Deskriptif
2931,"Umumnya , agama dan suku tidak memainkan peran yang dominan dalam menentukan pilihan",Deskriptif
2932,"Kecuali di wilayah ILGRP , di mana terdapat proporsi pemilih yang relatif besar yang mempertimbangkan kedua aspek ini",Argumentatif
2933,"Dari mereka yang tidak ikut memilih atau abstain , umumnya disebabkan oleh masalah logistik atau administratif",Deskriptif
2934,"Berdasarkan hasil analisis data , hampir semua sekolah menerima dana BOS",Deskriptif
2935,Wilayah SPADA memiliki tingkat persentase yang relatif lebih tinggi yang mencapai 35%,Deskriptif
2936,Hanya sepertiga orang tua yang menerima informasi tentang iuran sekolah dan biaya lain yang dikenakan kepada mereka,Deskriptif
2937,"Di wilayah ILGRP dan USDRP , proporsinya lebih rendah hingga 26% dan 28% secara berturut-turut",Deskriptif
2938,"Akan tetapi , hanya 71% orang tua yang menyatakan mengetahui bahwa sekolah anaknya menerima dana BOS",Deskriptif
2939,"Ironisnya , tingkat keberhasilan Program BOS di kebanyakan daerah-daerah terpencil merupakan yang terendah",Argumentatif
2940,"Proporsinya tidak jauh berbeda di seluruh wilayah , yaitu berkisar antara 69% di wilayah USDRP hingga 75% di wilayah ILGRP",Argumentatif
2941,"Dari semua yang menyampaikan kritik , saran , dan pengaduan , 59% merasa puas dengan tanggapan yang didapat",Naratif
2942,Tingkat kepuasan tertinggi terdapat di wilayah ILGRP yang mencapai 73% dan terendah terdapat di wilayah SPADA yang mencapai 57%,Deskriptif
2943,"Proporsi terendah terdapat di wilayah SPADA yang hanya mencapai 59% , dan tertinggi terdapat di wilayah USDRP yang mencapai 70%",Deskriptif
2944,Proporsi terendah Dinas Kesehatan kabupaten / kota yang menilai dirinya transparan terdapat di wilayah SPADA,Deskriptif
2945,"Dari jumlah tersebut , 55% merasa puas dengan tanggapan dari penyedia layanan kesehatan",Naratif
2946,"Tingkat kepuasan tidak jauh berbeda antarwilayah , kecuali di wilayah SPADA di mana tingkatnya hanya mencapai 49%",Deskriptif
2947,"Di antara mereka yang menyampaikan kritik , saran , dan pengaduan , 55% merasa puas dengan tanggapan dari aparat desa / kelurahan",Naratif
2948,"Tingkat kepuasan tidak berbeda antarwilayah , kecuali di wilayah USDRP sedikit lebih tinggi , yakni mencapai 62%",Deskriptif
2949,4.2 Korupsi Indikator penting dari tata kelola pemerintahan selain transparansi adalah meluasnya tindak korupsi,Argumentatif
2950,Hal ini konsisten di semua wilayah dan merupakan tingkat terendah dari semua layanan publik yang dinilai,Argumentatif
2951,Tabel 4.2.1 menunjukkan bahwa sangat sedikit mereka yang mengakui mengetahui adanya tindak korupsi dan suap yang terjadi,Deskriptif
2952,Institusi pendidikan juga tidak bebas dari transaksi ilegal,Naratif
2953,"Kedua tertinggi adalah tindak korupsi di kantor desa / kelurahan , yang mencapai 9%",Deskriptif
2954,PENYEDIAAN LAYANAN FASILITAS KESEHATAN DAN PENDIDIKAN,Naratif
2955,5.1 Penyediaan Layanan dan Biayanya Layanan Pendidikan,Deskriptif
2956,Secara keseluruhan penilaiannya amat positif,Argumentatif
2957,Sekitar 9% rumah tangga mengetahui adanya kasus korupsi dan suap yang terjadi di lembaga pendidikan,Deskriptif
2958,Tabel 5.1.1 menyajikan penilaian rumah tangga mengenai penyediaan layanan pendidikan,Deskriptif
2959,Para responden ditanya tentang tingkat kepuasan terhadap layanan pendidikan yang ada sekarang,Deskriptif
2960,"Terakhir , para responden diminta untuk mengidentifikasi aspek layanan pendidikan yang membutuhkan perbaikan",Deskriptif
2961,"Namun demikian , empat aspek utama secara konsisten dinilai memerlukan perbaikan",Argumentatif
2962,Penilaian yang relatif positif tentang berbagai aspek layanan pendidikan secara konsisten terjadi di seluruh wilayah,Deskriptif
2963,Kualitas layanan yang tersedia seringkali berkorelasi dengan biaya untuk mengakses layanan,Deskriptif
